link,name,old_price,price,Standing screen display size,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Processor Count,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,official link,description,Graphics Card Ram Size,Average Battery Life (in hours),Computer Memory Type,Voltage,Screen Resolution,Hard Drive Rotational Speed,Manufacturer,Country of Origin,Rear Webcam Resolution,National Stock Number,Package Dimensions,Is Discontinued By Manufacturer,Compatible Devices,Connector Type,Hardware Interface,Battery type,Graphics Card Description,Hard Drive Size,Processor Speed,Processor Type,RAM Size,Software Included,Department,Specific Uses For Product,Form Factor,Specification met,Warranty Description,Batteries Required?,Included Components,tech_spec_battery_description_toys,Number of Items,Size,Manufacturer Part Number,OS,GPU,Wireless communication technologies,Connectivity technologies,Display technology,Other display features,Device interface - primary,Colour
https://www.amazon.com/Acer-A315-24P-R75B-Quad-Core-Processor-Graphics/dp/B0BKH31C8F/ref=sr_1_745?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-745,"Acer Aspire 3 A315-24P-R75B Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | WiFi 6 | Windows 11 Home in S Mode ",,399.,15.6 Inches,1920x1080,4.1 GHz ryzen_3,8 GB Lpddr 5,,SSD,,AMD,Integrated,"Bluetooth, 802.11ax",,3,Acer,A315-24P-R75B,NX.KDEAA.001,,Windows 11 S,3.92 pounds,14.29 x 0.74 x 9.35 inches,14.29 x 0.74 x 9.35 inches,Silver,AMD,4,128 GB,Solid State,No Optical Drive,,1 Lithium Ion batteries required. (included),B0BKH31C8F,,"#12,614 in Computers & Accessories (See Top 100 in Computers & Accessories)  #2,008 in Traditional Laptop Computers","November 11, 2022",https://www.amazon.com/Acer-A315-24P-R75B-Quad-Core-Processor-Graphics/dp/B0BKH31C8F/ref=sr_1_745?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-745,"###
### ###Choose the ready-to-go Aspire 3 with the latest Ryzen™ 7000 Series Processors made for practical multitasking and productivity. With ease-of-use at its core, this family-friendly laptop is ready when you are. This Aspire 3 can tackle any job no matter how complex. Creativity soars to new heights with sharp, crisp visuals showcased on the 15.6"" Full HD IPS screen, while the thin bezel provides you more space to work with wherever inspiration strikes. It’s the perfect companion to take with you wherever you go! With Windows 11 Home in S mode, you’ll experience fast start-ups, a familiar yet expanded Start menu, and great new ways to get stuff done. And with automatic updates enabled, you get all the latest features and security hassle-free. Work, play and share all in one device! (NX.KDEAA.001)### ###",,,DDR5 RAM,,1920 x 1080 pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Lenovo-ThinkBook-21B1001LUS-15-6-Notebook/dp/B09JL339NV/ref=sr_1_746?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-746,"Lenovo ThinkBook 15p G2 ITH 21B1001LUS 15.6"" Notebook - UHD - 3840 x 2160 - Intel Core i7 11th Gen i7-11800H Octa-core (8 Core) 2.30 GHz - 16 GB RAM - 512 GB SSD - Mineral Gray ",,"1,445.",15.6 Inches,3840 x 2160 Pixels,2.3 GHz core_i7_family,16 GB DDR4,2.3 GHz,512 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,GeForce GTX 1650,"Bluetooth, 802.11ax",2,,Lenovo,ThinkBook 15p G2 ITH,21B1001LUS,PC,Windows 11 Pro,4.19 pounds,9.8 x 14.1 x 0.78 inches,9.8 x 14.1 x 0.78 inches,Mineral Gray,Intel,1,,,No,Battery Powered,,B09JL339NV,,"#85,838 in Computers & Accessories (See Top 100 in Computers & Accessories)  #17,685 in Traditional Laptop Computers","October 15, 2021",https://www.amazon.com/Lenovo-ThinkBook-21B1001LUS-15-6-Notebook/dp/B09JL339NV/ref=sr_1_746?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-746,"###
### ###ThinkBook Series | Built for business, designed for you###These laptops make it easy to do business with style. From options that keep you up and running without pause, to security that works behind the scenes. And that's not all-ThinkBook laptops boast awesome entertainment features. And they're eye catching too.###",4 GB,,DDR4 SDRAM,,3840 x 2160 pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Dell-Generation-i7-1065G7-Processor-Bluetooth/dp/B07YWLS346/ref=sr_1_747?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-747,"2019 Dell Inspiron 3593 Laptop 15.6"", 10th Generation Core i7-1065G7 Processor, 1TB HDD 16GB DDR4 RAM, HDMI, WiFi, Bluetooth, Windows 10, Black ",,755.,15.6 Inches,1920 x 1080 Pixels,2.6 GHz core_i7,16 GB DDR4,2666 MHz,1 TB HDD,Intel® Iris Plus,Intel,Integrated,Bluetooth,,,Dell,Dell Inspiron 3593,,PC,Windows 10,6.29 pounds,5.63 x 3.9 x 0.31 inches,5.63 x 3.9 x 0.31 inches,,Intel,2,1 TB,Serial ATA,,,,B07YWLS346,"4.1 out of 5 stars    
    100 ratings   


 4.1 out of 5 stars","#16,876 in Computers & Accessories (See Top 100 in Computers & Accessories)  #2,842 in Traditional Laptop Computers","October 9, 2019",https://www.amazon.com/Dell-Generation-i7-1065G7-Processor-Bluetooth/dp/B07YWLS346/ref=sr_1_747?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-747,"###
### ###Laptop### ###",,,DDR4 SDRAM,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/ASUS-Display-Processor-Microsoft-L510MA-DH02/dp/B09DDJCCHQ/ref=sr_1_748?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-748,"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DH02 ",$289.99,252.,15.6 Inches,1920 x 1080 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2400 GHz,SSD,Intel UHD Graphics 600,Intel,Integrated,"Bluetooth, 802.11a",1,2,ASUS,L510MA-DH02,L510MA-DH02,,Windows 10 S,0.122 ounces,14.18 x 9.31 x 0.71 inches,14.18 x 9.31 x 0.71 inches,Star Black,Intel,2,64 GB,USB 3.2,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included),B09DDJCCHQ,"3.9 out of 5 stars    
    15 ratings   


 3.9 out of 5 stars","#27,321 in Computers & Accessories (See Top 100 in Computers & Accessories)  #4,848 in Traditional Laptop Computers","August 23, 2021",https://www.amazon.com/ASUS-Display-Processor-Microsoft-L510MA-DH02/dp/B09DDJCCHQ/ref=sr_1_748?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-748,"###
### ###The ASUS Laptop L510MA is designed to help you be productive all day — even when you’re on the move. This compact and lightweight 14 inch laptop is powered by the latest Intel processor and provides long lasting battery life. With eMMC storage and pre-loaded Windows 10 in S mode, it offers full compatibility with a wide range of software and peripherals. It’s the best laptop for people on the go. *The actual transfer speed of USB 3.0, 3.1, 3.2 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.### ###",4 GB,,DDR4 SDRAM,19 Volts,1920 x 1080 pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Lenovo-ThinkPad-T14s-20WM00XUUS-Notebook/dp/B09C8Y2M36/ref=sr_1_749?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-749,"Lenovo ThinkPad T14s Gen 2 20WM00XUUS 14"" Notebook - 4K UHD - 3840 x 2160 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 16 GB RAM - 512 GB SSD - Storm Gray ","$2,169.00","1,701.",14 Inches,3840 x 2160 Pixels,2.8 GHz core_i7_family,16 GB LPDDR4X,2.8 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,"Bluetooth, 802.11ax",,,Lenovo,ThinkPad T14s Gen 2,20WM00XUUS,PC,Windows 10 Pro,3.33 pounds,8.9 x 12.9 x 0.66 inches,8.9 x 12.9 x 0.66 inches,Storm Gray,Intel,1,512,USB-C,No,Battery Powered,,B09C8Y2M36,"5.0 out of 5 stars    
    2 ratings   


 5.0 out of 5 stars","#78,248 in Computers & Accessories (See Top 100 in Computers & Accessories)  #15,804 in Traditional Laptop Computers","July 1, 2021",https://www.amazon.com/Lenovo-ThinkPad-T14s-20WM00XUUS-Notebook/dp/B09C8Y2M36/ref=sr_1_749?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-749,"###
### ###T Series | We've got your back###Built to perform and engineered to endure, our flagship laptops have you covered in the office, out in the field, and everywhere in between. Productivity-rich features like epic battery life, blazing-fast USB -C Thunderbolt® ports, and powerful processing keep you up and running.###A lot of Think###ThinkPad has been to the top of Mount Everest, the depths of the ocean, and the canopies of rain forests. NASA embraced the ThinkPad on both the International and the Mir Space Stations. It's even in the permanent collection at the Museum of Modern Art in NY. No small wonder then, that we've sold well over 100 million and counting of these reliable devices-thanks in part to loyal T Series customers.###",,,DDR4 SDRAM,,3840 x 2160 pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/MSI-GF63-9SC-614-Gaming-i5-9300H/dp/B07TR7WRK9/ref=sr_1_750?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-750,"MSI GF63 Thin 9SC-614 15.6"" Gaming Laptop, Intel Core i5-9300H, NVIDIA GTX 1650, 8GB, 512GB NVMe SSD, Win10 ",$799.00,648.,15.6 Inches,1920 x 1080,2.4 GHz core_i5,8 GB SO-DIMM,4.1 GHz,512 GB SSD,GTX 1650 MaxQ,NVIDIA,Dedicated,,,4,MSI,GF63 THIN 9SC-614,GF63 THIN 9SC-614,PC,Windows 10,4.1 pounds,14.13 x 9.99 x 0.85 inches,14.13 x 9.99 x 0.85 inches,Black,Intel,4,512,Solid State,No Optical Drive,,1 Lithium Ion batteries required.,B07TR7WRK9,"4.5 out of 5 stars    
    361 ratings   


 4.5 out of 5 stars","#24,310 in Computers & Accessories (See Top 100 in Computers & Accessories)  #4,277 in Traditional Laptop Computers","June 28, 2019",https://www.amazon.com/MSI-GF63-9SC-614-Gaming-i5-9300H/dp/B07TR7WRK9/ref=sr_1_750?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-750,"###
### ###GF63 i5-9300/GTX1650/8GB/512G/Win10.### ###",,7 Hours,SODIMM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMjkyNjIxMzMzNDc5NjA3OjE2Njg3OTI0OTc6c3BfYnRmX2Jyb3dzZToyMDAwNzE1NTg4NzQxOTg6OjA6Og&url=%2FLenovo-Display-Storage-Graphics-Graphite%2Fdp%2FB09YWM1CM1%2Fref%3Dsr_1_751_sspa%3Fqid%3D1668792497%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-751-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 512GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey ",$799.99,649.,14,,ryzen_5_5500u,16 GB LPDDR4X,2400 MHz,512 SSD,AMD Radeon Graphics 5500,AMD,Integrated,802.11ax,,3,Lenovo,2022,82R9000NUS,,Windows 11,5.24 pounds,12.33 x 8.85 x 0.76 inches,12.33 x 8.85 x 0.76 inches,Storm Grey,,1,,Ultra ATA,,,1 Lithium Ion batteries required. (included),B09YWM1CM1,"4.5 out of 5 stars    
    1,206 ratings   


 4.5 out of 5 stars",#484 in Computers & Accessories (See Top 100 in Computers & Accessories)  #81 in Traditional Laptop Computers,"April 26, 2022",https://www.amazon.com/Lenovo-Display-Storage-Graphics-Graphite/dp/B09YWM1CM1/ref=sr_1_751_sspa?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-751-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl&psc=1,"###
### ###Get more done the way you want with the endlessly adaptable Lenovo Flex 5 2-in-1 touchscreen laptop. Powered by the latest AMD Ryzen™ 5 U series processors and 16GB DDR4 RAM, you can work faster and smarter, in the way that works best for you. The 360° convertible Lenovo Ideapad Flex 5 adapts and fits to your needs, moods, and environments. A tough-tested drop-down hinge lets you position the keyboard for more ergonomic typing, fold the computer into tent mode to stream your favorite show or share a video with friends, or flip it into tablet mode so you can use the touchscreen to use your apps or browse online. The tall and expansive 16:10 WUXGA touch display is a step up from most laptops, expanding your field of view. Use the included Lenovo Digital Pen to draw or take notes. With that big, bright, beautiful screen, you'll also enjoy speakers with Dolby Audio®.###The Lenovo Flex 5 2-in-1 touchscreen laptop delivers refreshing speed and performance, bringing your experiences to life in a package that adapts to your needs. Work or play for hours on the go, then plug in for a Rapid Charge Boost that gets you 2 hours of battery on just 15 minutes of charging. Plus, you'll stay connected with a full-function Type-C™ port, WiFi, Bluetooth®, and a webcam with privacy shutter.### ###",16 GB,,DDR4 SDRAM,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMjkyNjIxMzMzNDc5NjA3OjE2Njg3OTI0OTc6c3BfYnRmX2Jyb3dzZToyMDAwOTExMjU0MzAyOTg6OjA6Og&url=%2FAcer-Chromebook-Octa-Core-Processor-CB514-2H-K7GF%2Fdp%2FB09SKSHWSD%2Fref%3Dsr_1_752_sspa%3Fqid%3D1668792497%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-752-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"Acer Chromebook 514 Laptop | 14"" FHD Display | MediaTek Kompanio 828 Octa-Core Processor | 8GB RAM | 64GB eMMC | Wi-Fi 6 | Backlit KB | Chrome OS | Up to 15 Hours Battery Life | CB514-2H-K7GF ",,409.,14 Inches,1920 x 1080,2.6 GHz,8 GB LPDDR4X,2.6 GHz,SSD,,MediaTek,Integrated,"Bluetooth, 802.11ax",,3,Acer,CB514-2H-K7GF,NX.AS1AA.004,,Chrome OS,2.87 pounds,12.74 x 8.94 x 0.66 inches,12.74 x 8.94 x 0.66 inches,Silver,MediaTek,8,64 GB,USB 3.2,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included),B09SKSHWSD,"4.2 out of 5 stars    
    78 ratings   


 4.2 out of 5 stars","#13,738 in Computers & Accessories (See Top 100 in Computers & Accessories)  #2,224 in Traditional Laptop Computers","February 21, 2022",https://www.amazon.com/Acer-Chromebook-Octa-Core-Processor-CB514-2H-K7GF/dp/B09SKSHWSD/ref=sr_1_752_sspa?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-752-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl&psc=1,"###
### ###Acer Chromebook 514 CB514-2H-K7GF comes with these high level specs: MediaTek Kompanio 828 Octa-Core ARM Cortex-A76/A55 Multi-Processor (Up to 2.6GHz), Chrome OS, 14.0"" Full HD 1920 x 1080 Widescreen ComfyView LED-backlit IPS Display, Integrated Mali-G57 MC5 Penta-Core Graphics, 8GB LPDDR4X On-Board Memory, 64GB eMMC, 802.11ax Wi-Fi 6 Dual-Band 2.4GHz and 5GHz featuring 2x2 MU-MIMO RX technology, Bluetooth 5.2, HD Webcam (1280 x 720) 79-Degree Wide Angle Lens supporting Super High Dynamic Range (SHDR), 2 - USB Type C ports supporting USB 3.2 Gen 1 (up to 5 Gbps), DisplayPort over USB-C, USB Charging, DC-in, 1 - USB 3.0 port, Protective Sleeve, Lithium-Ion Battery, Up to 15-hours Battery Life, Fast charge up to 50% of the battery in just 30 minutes, 2.87 lbs. | 1.3 kg (system unit only) (NX.AS1AA.004)### ###",,15 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMjkyNjIxMzMzNDc5NjA3OjE2Njg3OTI0OTc6c3BfYnRmX2Jyb3dzZToyMDAwOTM3MzU4OTIxOTg6OjA6Og&url=%2FAcer-i7-1260P-Graphics-Bluetooth-SF314-512-73YZ%2Fdp%2FB09YSYVV2R%2Fref%3Dsr_1_753_sspa%3Fqid%3D1668792497%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-753-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"Acer Swift 3 Intel Evo Thin&Light Laptop | 14"" QHD 100% sRGB | Intel Core i7-1260P | Intel Iris Xe Graphics | 16GB LPDDR4X | 1TB SSD | Killer Wi-Fi 6E AX1675|Bluetooth| Windows 11 Home |SF314-512-73YZ ",,"1,099.",14 Inches,2560x1440,4.7 GHz core_i7,16 GB LPDDR4X,,SSD,,Intel,Integrated,802.11ax,,4,Acer,SF314-512-73YZ,NX.K0FAA.00D,,Windows 11 Home,2.76 pounds,12.64 x 8.3 x 0.63 inches,12.64 x 8.3 x 0.63 inches,Silver,Intel,12,1 TB,Solid State,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included),B09YSYVV2R,"5.0 out of 5 stars    
    1 rating   


 5.0 out of 5 stars","#47,261 in Computers & Accessories (See Top 100 in Computers & Accessories)  #8,733 in Traditional Laptop Computers","May 29, 2022",https://www.amazon.com/Acer-i7-1260P-Graphics-Bluetooth-SF314-512-73YZ/dp/B09YSYVV2R/ref=sr_1_753_sspa?qid=1668792497&rnid=13896617011&s=computers-intl-ship&sr=1-753-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl&psc=1,"###
### ###Say hello to the all-new 14"" pick-up-and-go Swift 3, bringing heavyweight performance so you can make magic whenever, wherever. Designed on the lntel Evo platform and featuring a powerful 12th Gen Intel Core processor combined with super-fast Killer WiFi 6E connectivity you have all the performance you need, where you need it. Never slow down. (NX.K0FAA.00D)### ###",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDM4ODIxMTQ3NDMzOTI2OjE2Njg3OTI0OTk6c3BfYXRmX2Jyb3dzZToyMDAwODY0ODIyODIwOTg6OjA6Og&url=%2FAcer-A515-56-32DK-Display-i3-1115G4-Processor%2Fdp%2FB09R5VYRVN%2Fref%3Dsr_1_745_sspa%3Fqid%3D1668792499%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-745-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Acer Aspire 5 A515-56-32DK Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 4GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S mode. ",$379.99,289.,15.6 Inches,1920 x 1080,4.1 GHz core_i3,4 GB DDR4,4.1 GHz,128 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11ax,1,3,Acer,A515-56-32DK,NX.AASAA.004,PC,Windows 11 Home,5.39 pounds,14.31 x 0.7 x 9.39 inches,14.31 x 0.7 x 9.39 inches,Silver,Intel,2,128 GB,USB 3.2,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included),B09R5VYRVN,"4.3 out of 5 stars    
    3,294 ratings   


 4.3 out of 5 stars",#51 in Computers & Accessories (See Top 100 in Computers & Accessories)  #9 in Traditional Laptop Computers,"April 25, 2022",https://www.amazon.com/Acer-A515-56-32DK-Display-i3-1115G4-Processor/dp/B09R5VYRVN/ref=sr_1_745_sspa?qid=1668792499&rnid=13896617011&s=computers-intl-ship&sr=1-745-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl&psc=1,"###
### ###It's all about the innovation. Acer products are designed for your needs and accessibility with powerful features fit for your lifestyle. The Aspire 5 packs a lot of power into the portable design to suit the multi-tasking needs of you and your family. Break the boundaries of performance every time you fire up Acer’s new Aspire 5, which features the latest 11th Gen Intel Core i3 processor and faster Wi-Fi 6 connectivity for an awesome computing experience. This finely tuned design offers unmatched speed and reliability, making it ideal for things like photo and video editing, gaming, and work-related functionality. The narrow-bezel design provides plenty of screen so you can focus on what's in front of you, while the Full HD IPS display ensures crisp, true-to-life colors! With Windows 11 Home in S mode, you’ll experience fast start-ups, a familiar yet expanded Start menu, and great new ways to get stuff done. And with automatic updates enabled, you get all the latest features and security hassle-free. Work, play and share all in one device!### ###",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDM4ODIxMTQ3NDMzOTI2OjE2Njg3OTI0OTk6c3BfYXRmX2Jyb3dzZToyMDAwODY0OTk3MzE2OTg6OjA6Og&url=%2FLenovo-IdeaPad-Essential-Computer-i5-15-6%2Fdp%2FB09RNC69K8%2Fref%3Dsr_1_746_sspa%3Fqid%3D1668792499%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-746-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro ",$649.99,529.,15.6,1920 x 1080,1.3 core_i5,8 GB DDR4,2400 MHz,SSD,Intel Iris,Intel,Integrated,802.11ax,1,1,Lenovo,2022,82RK0017US,,Windows 11 Pro,5.44 pounds,14.14 x 9.31 x 0.78 inches,14.14 x 9.31 x 0.78 inches,Arctic Grey,Intel,1,,USB 3.2,,Battery Powered,1 Lithium Polymer batteries required. (included),B09RNC69K8,"4.4 out of 5 stars    
    139 ratings   


 4.4 out of 5 stars",#251 in Computers & Accessories (See Top 100 in Computers & Accessories)  #45 in Traditional Laptop Computers,"February 1, 2022",https://www.amazon.com/Lenovo-IdeaPad-Essential-Computer-i5-15-6/dp/B09RNC69K8/ref=sr_1_746_sspa?qid=1668792499&rnid=13896617011&s=computers-intl-ship&sr=1-746-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl&psc=1,"###
### ###Travel farther and do more with the Lenovo IdeaPad 3i laptop computer. Designed with ultimate portability in mind, you can work, study, or play wherever you need. The powerful 12th generation Intel® Core™ i5 U series processors keep you performing at your best, while the Intel® Iris® Xe graphics – as well as plenty of screen real estate on the 15.6"" FHD IPS display – lets you enjoy better color accuracy and contrast. Plus, the IdeaPad 3i laptop is slim, sleek, and lightweight, making it easy to carry no matter where you go. Slip it into your favorite Lenovo laptop bag and carry it to school, to work, when you're traveling, or even to your favorite coffee shop when you need a break from working from home. The full-function Type-C™ port on this Windows laptop helps you connect displays, power your devices, and enables faster data transfer. But that's not your only option for connectivity – in addition to that USB-C port, the IdeaPad 3i also has two USB-A ports (one USB 3.2 and one 2.0), an HDMI™ port, an SD card reader, and an audio jack, plus built-in WiFi and Bluetooth®. Chat with colleagues or friends on the 720p HD camera with dual microphones, Dolby Audio®, and Smart Noise Cancelling. And when your call is done, just slide the physical privacy shutter over the webcam to ensure your privacy. The long-life battery will keep you going, and you can grab another 2 hours of battery life when you're on the go by charging just 15 minutes with Rapid Charge Boost.### ###",,,DDR4 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NDM4ODIxMTQ3NDMzOTI2OjE2Njg3OTI0OTk6c3BfYXRmX2Jyb3dzZToyMDAwODY0OTk3MzE1OTg6OjA6Og&url=%2FLenovo-2-1-Chromebook-Computer%2Fdp%2FB09RNCN3YV%2Fref%3Dsr_1_747_sspa%3Fqid%3D1668792499%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-747-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Lenovo IdeaPad Flex 5i - 2022 - Chromebook 2-in-1 Laptop - Chrome OS - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Intel Core i3 11th Gen - Abyss Blue ",$429.99,299.,13.3,1920 x 1080,3 core_i3,8 GB LPDDR4X,2400 MHz,SSD,Intel UHD Graphics,Intel,Integrated,802.11ax,,1,Lenovo,2021,82M7004CUX,,Chrome OS,4.51 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Abyss Blue,Intel,1,,USB,,Battery Powered,1 Lithium Polymer batteries required. (included),B09RNCN3YV,"4.5 out of 5 stars    
    180 ratings   


 4.5 out of 5 stars",#63 in Computers & Accessories (See Top 100 in Computers & Accessories)  #10 in Traditional Laptop Computers,"February 1, 2022",https://www.amazon.com/Lenovo-2-1-Chromebook-Computer/dp/B09RNCN3YV/ref=sr_1_747_sspa?qid=1668792499&rnid=13896617011&s=computers-intl-ship&sr=1-747-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl&psc=1,"###
### ###Hit the ground running with the IdeaPad Flex 5i Chromebook, one of the most versatile Chromebooks on the market. This 13"" notebook computer merges accessibility with power, with an 11th Generation Intel® Core™ i3 processor to handle even the most arduous tasks without a hint of strain. With the slim and light 360° convertible design, you can use it as a laptop, in tablet mode for an intuitive touchscreen experience, or in stand or tent mode to show off your latest photo slideshow or stream your favorite movies. The 10 hours* of battery life means that you can take it with you wherever you go without worry while playing games or browsing the Internet via WiFi. The IdeaPad Flex 5i Chromebook is designed with a physical privacy shutter. When you're not on a video call, simply slide the shutter over the webcam to secure your privacy. And as a Chromebook, you can quickly access all your files, photos, music, and more with ease – just login to your Google account and you're ready to go! Talk to Google to help you multitask, control your smart home devices, and manage your day. Stay connected with built-in WiFi and Bluetooth®, 2 USB-C ports, a USB-A port, a microSD™ card reader, and an audio combo jack.###* Battery life based on testing with PLT (power load test). Battery life varies significantly with settings, usage, and other factors.### ###",,10 Hours,DDR4 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
