name,Brand,Best Sellers Rank,weight,Laptop type,Laptop purpose,Screen Size,Hard Drive Size,Hard Drive Type,RAM speed,RAM size,RAM type,CPU,CPU rank,GPU,GPU performance,Optical Drive Type,Operating System,Number of USB 3.0 Ports,Number of USB 2.0 Ports,Date First Available,Customer Reviews,old_price,price
2020 hp pavilion 15.6 fhd 1920 x 1080 laptop amd ryzen 5 4500u 8gb sdram 512gb ssd windows 10 horizon blue (renewed) ,hp,332.0,1.7463306245,traditional,general,14.0,512.0,ssd,2.3,8.0,ddr4,amd ryzen 5 4500u,690.0,amd radeon 540x,7.1,No,windows,2.0,1.0,2021-04-14,4.4,576.0,399.0
"hp 17.3"" hd+ (1600 x 900) laptop, intel core i3-1115g4, 8gb ram, 256gb ssd, windows 11 home ",hp,667.0,2.8757756258,traditional,general,14.0,256.0,ssd,1.7,8.0,ddr4,intel core i3 1115g4,1131.0,amd radeon r2,1.0,No,windows,3.0,1.0,2021-11-19,4.1,399.0,399.0
"acer aspire 3 a315-24p-r75b slim laptop | 15.6"" full hd ips display | amd ryzen 3 7320u quad-core processor | amd radeon graphics | 8gb lpddr5 | 128gb nvme ssd | wifi 6 | windows 11 home in s mode ",acer,400.0,1.7780820904,traditional,general,14.0,512.0,ssd,1.7,8.0,lpddr5,intel core i5 1140g7,1077.0,intel uhd 605,2.3,No,windows,3.0,1.0,2022-11-11,3.9,399.0,399.0
"lenovo flex 14, 0"", amd ryzen 5 2500u, 8 gb ram, 256gb, win 10 home 81ha0007us 64 ",lenovo,1111.0,2.2226026130000003,traditional,general,14.0,256.0,ssd,3.6,4.0,lpddr4,amd ryzen 5 2500u,1077.0,amd radeon r5,2.5,Yes,windows,2.0,0.0,2018-08-04,3.7,401.0,401.0
"dell inspiron 14” hd laptop, 4-core intel i5-1035g4 up to 3.7 ghz, iris plus graphics, 8gb ram, 128gb ssd, no dvd, webcam, bluetooth, win 10 (renewed) ",dell,1039.0,1.9958064280000003,traditional,general,14.0,128.0,ssd,2.7887500000000003,8.0,sdram,intel core i5 1035g4,894.0,intel iris plus g4,7.2,No,windows,1.0,1.0,2020-02-10,3.8,599.0,402.0
"lenovo 300w gen 3 82j1000gus 11.6"" touchscreen convertible 2 in 1 notebook - hd - 1366 x 768 - amd 3015e dual-core (2 core) 1.20 ghz - 4 gb ram - 64 gb flash memory - abyss blue ",lenovo,879.0,1.3290256441,traditional,general,14.0,64.0,other,2.3,4.0,ddr4,amd 3015e,1911.0,amd radeon r2,1.0,No,windows,0.0,0.0,2021-06-16,4.2,402.0,402.0
"acer aspire 5 a515-55-35se, 15.6"" full hd display, 10th gen intel core i3-1005g1 processor, 4gb ddr4, 128gb nvme ssd, intel wifi 6 ax201, backlit kb, fingerprint reader, windows 10 home (s mode) ",acer,282.0,1.81436948,traditional,general,14.0,128.0,ssd,3.4,4.0,ddr4,intel core i3 1005g1,1326.0,intel uhd g7,5.3,No,windows,3.0,1.0,2020-11-15,4.5,429.99,408.0
"2020 newest lenovo ideapad 3 14"" hd anti-glare led-backlit laptop, intel pentium gold 6405u, 8gb ddr4,256gb nvme ssd, webcam, wifi, bluetooth, hdmi, windows 10 home in s mode, gcube 64gb micro sd card ",lenovo,1007.0,1.587573295,traditional,general,14.0,256.0,ssd,2.4,8.0,ddr3,intel pentium 6405u,2034.0,intel uhd g7,5.3,No,windows,1.0,0.0,2020-02-26,4.8,408.0,408.0
"acer chromebook 514 laptop | 14"" fhd display | mediatek kompanio 828 octa-core processor | 8gb ram | 64gb emmc | wi-fi 6 | backlit kb | chrome os | up to 15 hours battery life | cb514-2h-k7gf ",acer,419.0,1.3018101019,traditional,general,14.0,512.0,ssd,2.6,8.0,lpddr4x,intel core i5 1140g7,1790.0,intel uhd 605,2.3,No,chrome os,3.0,2.0,2022-02-21,4.2,409.0,409.0
"2021 dell inspiron 15 3000 15.6"" hd laptop computer, amd athlon silver 3050u processor, 4gb ram, 128gb pcie ssd, maxxaudio pro, hd webcam, amd radeon graphics, win 10 s, black ",dell,897.0,1.8325131748,traditional,general,14.0,128.0,ssd,2.69395,4.0,ddr4,amd athlon silver 3050u,1790.0,amd radeon r2,1.0,No,windows,0.0,0.0,2020-07-01,4.4,409.0,409.0
"2022 newest lenovo ideapad 3 laptop, 15.6"" hd touchscreen, 11th gen intel core i3-1115g4 processor, 8gb ddr4 ram, 256gb pcie nvme ssd, hdmi, webcam, wi-fi 5, bluetooth, windows 11 home, almond ",lenovo,1.0,1.8461209459000003,traditional,general,14.0,256.0,ssd,3.4,8.0,ddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,windows,0.0,1.0,2020-06-15,4.4,959.0,409.0
"lenovo chromebook flex 5 13"" fhd ips touchscreen 2-in-1 laptop, intel core i3-10110u, 4gb ddr4, 64gb emmc, microsd card reader, webcam, wifi,bt, backlit keyboard, chrome os/ gcube 64gb micro sd card ",lenovo,1025.0,1.3562411863,traditional,general,14.0,64.0,ssd,4.1,4.0,ddr3,intel core i3 10110u,1512.0,intel uhd g7,5.3,No,chrome os,0.0,0.0,2020-10-31,5.0,410.0,410.0
lenovo ideapad 3 15 intel i3-10110u 8gb 256gb ssd 15.6-inch touch screen laptop ,lenovo,237.0,0.45359237,traditional,general,14.0,256.0,ssd,4.1,8.0,ddr,intel core i3 10110u,1512.0,intel uhd 620,5.3,No,windows,2.0,1.0,2021-05-04,4.5,410.0,410.0
"acer aspire 5 a515-56-363a, 15.6"" full hd ips display, 11th gen intel core i3-1115g4 processor, 4gb ddr4, 128gb nvme ssd, wifi 6, backlit keyboard, windows 10 home (s mode) ",acer,659.0,1.81436948,traditional,general,14.0,128.0,ssd,4.1,4.0,ddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,windows,3.0,1.0,2021-03-14,4.2,412.0,412.0
hp chromebook enterprise 14-inch touchscreen laptop g7 - intel celeron n4500 - 4 gb ram - 32 gb emm - chrome os - intel hd graphics 400 ,hp,896.0,2.1681715286000003,traditional,general,14.0,512.0,ssd,2.69395,4.0,ddr4,intel celeron n4500,2253.0,intel hd 400,1.3,Yes,chrome os,1.0,2.0,2022-06-17,4.3,413.0,413.0
"lenovo ideapad 3 laptop, 15.6"" fhd (1920 x 1080) display, intel core i3-1115g4 dual-core processor, 4gb ddr4 ram, 128gb, win10, abyss blue ",lenovo,823.0,2.3360007055000005,traditional,general,14.0,128.0,ssd,2.69395,4.0,ddr4,intel core i3 1115g4,1131.0,intel hd ,0.9,No,windows,1.0,1.0,2021-11-18,4.4,414.0,414.0
"asus vivobook flip 14 thin and light 2-in-1 laptop, 14” fhd touch, 11th gen intel core i3-1115g4, 4gb ram, 128gb ssd, thunderbolt 4, fingerprint, windows 10 home in s mode, indie black, tp470ea-as34t ",asus,127.0,1.5013907447,2 in 1,general,15.3,128.0,ssd,3.733,4.0,lpddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,windows,2.0,1.0,2021-04-19,4.4,479.99,419.0
"acer chromebook 314 laptop | intel pentium silver n6000 | 14"" full hd ips touch | intel uhd graphics | 8gb lpddr4x | 64gb emmc | wi-fi 6 | dts audio | chrome os | cb314-3ht-p6qw ",acer,668.0,1.451495584,traditional,general,14.0,512.0,ssd,2.335923076923077,8.0,lpddr4x,intel pentium silver n6000,1736.0,intel uhd g7,5.3,No,chrome os,4.0,0.0,2022-05-09,5.0,419.0,419.0
"dell 3350 business notebook, intel:i3-5005u/ci3, 2 ghz, 128 gb, intel-hd5500/igp, windows 10 pro-64, black, 13.3"" hd (refurbished) ",dell,1172.0,2.72155422,traditional,general,14.0,128.0,ssd,2.69395,4.0,ddr4,intel core i3 5005u,2235.0,intel uhd 605,2.3,No,windows,0.0,1.0,2016-12-29,4.8,420.0,420.0
"hp 14 laptop, amd ryzen 5 5500u, 8 gb ram, 256 gb ssd storage, 14-inch full hd display, windows 10 home, thin & portable, micro-edge & anti-glare screen, long battery life (14-fq1021nr, 2021) ",hp,298.0,1.7100432349,traditional,general,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5500u,603.0,amd radeon r2,1.0,No,windows,0.0,2.0,2021-05-23,4.5,569.99,420.0
"hp 15.6"" laptop with windows home in s mode - intel core i3 11th gen processor - 8gb ram memory - 256gb ssd storage - silver (15-dy2035) ",hp,371.0,2.2861055448000003,traditional,general,14.0,256.0,ssd,2.666,8.0,ddr4,intel core i5 1140g7,2867.0,intel uhd 605,2.3,No,windows,0.0,0.0,2021-10-10,4.3,423.0,423.0
"asus chromebook enterprise c423, 14.0"" fhd nanoedge display with 180 degreehinge intel celeron n3350, 4gb ram, 32gb emmc, zero-touch enrollment, chrome os with chrome enterprise upgrade, c423na-ge42f ",asus,1021.0,1.3380974915,traditional,general,15.3,32.0,ssd,2.69395,4.0,ddr4,intel celeron n3350,2867.0,intel uhd 605,2.3,No,chrome os,4.0,0.0,2022-01-08,4.0,425.0,425.0
"lenovo thinkpad 11e (5th gen) 11.6"" hd business laptop - intel celeron quad-core, 4 gb ram, 128gb ssd, windows 10 pro ",lenovo,410.0,1.769010243,traditional,general,14.0,512.0,ssd,2.4,4.0,ddr3,intel celeron n4100,2006.0,intel uhd 605,2.3,No,windows,2.0,0.0,2018-04-18,3.7,425.0,425.0
"2022 hp 17.3"" fhd ips laptop, windows 11, intel quad-core i5-1135g7 processor up to 4.2ghz(beat i7-1065g7), 8gb ddr4 ram, 512gb nvme ssd(renewed) ",hp,842.0,3.1660747426,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1135g7,748.0,intel uhd 605,2.3,No,windows,2.0,1.0,2022-04-13,4.1,429.0,429.0
"acer aspire 5 a515-45-r74z slim laptop | 15.6"" full hd ips | amd ryzen 5 5500u hexa-core mobile processor | amd radeon graphics | 8gb ddr4 | 256gb nvme ssd | wifi 6 | backlit kb | windows 11 home ",acer,116.0,1.7599383956,traditional,general,14.0,512.0,ssd,2.4336190476190476,4.0,ddr3,amd ryzen 5 5500u,603.0,intel uhd 605,2.3,No,uninstalled,0.0,0.0,2021-12-26,4.5,529.99,431.0
"hp 15.6"" fhd, ryzen 5-5500, 8gb ram, 256gb ssd, silver, windows 10 home, 15-ef2127 ",hp,433.0,1.6918995401,traditional,general,14.0,256.0,ssd,2.4,8.0,ddr4,intel core i5 1140g7,1512.0,intel uhd 605,2.3,No,windows,1.0,1.0,2021-08-01,4.3,435.0,435.0
"2021 lenovo ideapad 3 15.6"" hd touch screen laptop, intel dual-core i3-10110u up to 4.1ghz, 8gb ddr4 ram, 256gb pci-e ssd, webcam, wifi 5, hdmi, bluetooth, windows 10 s - abyss blue + titac card ",lenovo,739.0,1.8461209459000003,traditional,general,14.0,256.0,ssd,4.1,8.0,ddr4,intel core i3 10110u,1512.0,intel uhd g7,5.3,No,windows,0.0,0.0,2021-07-15,4.5,435.0,435.0
"hp stream 14inch hd(1366x768) display, intel celeron n4000 dual-core processor, 4gb ram, 32gb emmc, hdmi, wifi, webcam, bluetooth, win10 s, royal blue, 14-cb161wm (renewed) ",hp,483.0,1.542214058,traditional,general,14.0,64.0,other,2.4,4.0,ddr4,intel celeron n4000,2626.0,intel uhd 600,1.8,No,windows,2.0,1.0,2019-10-10,4.4,438.0,438.0
"2020 newest lenovo ideapad 3 15"" hd touch screen laptop, intel 10th gen dual-core i3-1005g1 cpu, 8gb ddr4 ram, 256gb pci-e ssd, webcam, wifi 5, bluetooth, windows 10 s - almond ",lenovo,454.0,1.81436948,2 in 1,general,14.0,256.0,ssd,2.666,8.0,ddr4,intel core i3 1005g1,1326.0,intel uhd g7,5.3,Yes,windows,1.0,2.0,2020-08-02,4.5,445.0,445.0
"hp probook x360 11 g5 ee 11.6"" touchscreen 2 in 1 notebook - hd - 1366 x 768 - intel celeron n4120 quad-core (4 core) 1.10 ghz - 4 gb ram - 64 gb flash memory - windows 10 pro - intel uhd graphic ",hp,1186.0,4.535923700000001,2 in 1,general,14.0,512.0,ssd,2.69395,4.0,ddr4,intel celeron n4120,1978.0,intel uhd g7,5.3,No,windows,1.0,0.0,2020-07-07,5.0,446.0,446.0
"dell latitude 3000 3120 11.6"" netbook - hd - 1366 x 768 - intel pentium silver n6000 quad-core (4 core) 1.10 ghz - 4 gb ram - 128 gb ssd - titan gray ",dell,1064.0,1.3380974915,traditional,general,14.0,128.0,ssd,2.7014444444444443,4.0,lpddr4,intel pentium silver n6000,1736.0,intel uhd g7,5.3,No,windows,2.0,2.0,2021-04-17,5.0,447.0,447.0
"asus chromebook enterprise c523, 15.6 fhd nanoedge display with 180 degreehinge, intel celeron n3350, 4gb lpddr4, 64gb, zero-touch enrollment, chrome os with chrome enterprise upgrade, c523na-ge44f-p ",asus,841.0,1.4288159655,traditional,general,15.3,64.0,ssd,2.69395,4.0,ddr4,intel celeron n3350,2867.0,intel uhd 605,2.3,No,chrome os,4.0,0.0,2022-01-08,5.0,449.0,449.0
"lenovo ideapad 3 15iau7 82rk001aus 15.6"" notebook - full hd - 1920 x 1080 - intel core i3 12th gen i3-1215u hexa-core (6 core) 1.20 ghz - 8 gb total ram - 8 gb on-board memory - 256 gb ssd - arctic ",lenovo,860.0,1.8824083355000003,traditional,general,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i3 1215u,674.0,intel uhd g7,5.3,No,windows,0.0,0.0,2022-06-21,4.7,449.0,449.0
"hp 15.6-inch laptop, 11th generation intel core i5-1135g7, intel iris xe graphics, 8 gb ram, 256 gb ssd, windows 11 home (15-dy2024nr, natural silver) ",hp,23.0,1.7009713875,traditional,general,14.0,256.0,ssd,2.666,8.0,ddr4,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,windows,3.0,0.0,2021-10-05,4.4,659.99,449.0
"[windows 10]2022 hp 15 full hd laptop, amd ryzen 3 3250u(beat i5-7200u) 8gb ram 128gb ssd, webcam, 15.6"" ips micro-edge display, hdmi, wi-fi, usb-c, bluetooth, lightweight thin design, rokc mp bundle ",hp,1062.0,1.7009713875,traditional,general,14.0,128.0,ssd,3.5,8.0,ddr4,amd ryzen 3 3250u,1521.0,amd radeon r2,1.0,No,windows,1.0,0.0,2021-11-16,4.6,449.0,449.0
"dell latitude 3000 3120 11.6"" touchscreen notebook - hd - 1366 x 768 - intel celeron n5100 quad-core (4 core) 2.80 ghz - 4 gb total ram - 128 gb ssd ",dell,922.0,1.3380974915,traditional,general,14.0,128.0,ssd,2.9110333333333336,16.0,lpddr4x,intel celeron n5100,1661.0,intel uhd 605,2.3,No,windows,2.0,0.0,2021-11-08,4.8,451.0,451.0
"dell latitude 3390 13.3"" 1920 x 1080 touchscreen 2-in-1 laptop with intel core i5-8350u quad-core 1.7 ghz, 8gb ram, 256gb ssd ",dell,933.0,4.808079122,2 in 1,general,14.0,512.0,ssd,3.6,4.0,ddr4,intel core i5 8350u,1125.0,intel uhd 620,5.3,No,windows,3.0,0.0,2018-07-25,5.0,453.0,453.0
"acer aspire 5 a515-45-r8ah slim laptop | 15.6"" full hd ips | amd ryzen 3 5300u quad-core mobile processor | 4gb ddr4 | 128gb nvme ssd | wifi 6 | fp reader | backlit kb | windows 11 home in s mode ",acer,779.0,1.7599383956,traditional,general,14.0,128.0,ssd,2.6,4.0,ddr4,amd ryzen 3 5300u,753.0,intel uhd 605,2.3,No,windows,3.0,1.0,2021-12-26,4.2,499.99,456.0
hp chromebook enterprise 14-inch touchscreen laptop g7 - intel celeron n4500 - 4 gb ram - 32 gb emm - chrome os - intel hd graphics 400 ,hp,1004.0,2.1863152234000003,traditional,general,14.0,32.0,other,3.5833125,16.0,ddr5,intel celeron n4500,2253.0,intel hd ,0.9,Yes,chrome os,1.0,2.0,2022-06-17,4.2,456.0,456.0
"acer flagship cb3-532 15.6inch hd premium chromebook - intel dual-core celeron n3060 up to 2.48gh.z, 2gb ram, 16gb ssd, wireless ac, hdmi, usb 3.0, webcam, chrome os (renewed) ",acer,403.0,1.950447191,traditional,general,14.0,16.0,ssd,1.6,2.0,ddr3,intel celeron n3060,3327.0,intel hd 400,1.3,No,chrome os,2.0,0.0,2017-03-01,4.3,457.0,457.0
"acer chromebook spin 513 convertible laptop | qualcomm snapdragon 7c | 13.3"" fhd ips touch corning gorilla glass display | 8gb lpddr4x | 64gb emmc | wifi 5 | backlit kb | chrome os | cp513-1h-s338 ",acer,575.0,1.2020197805,2 in 1,general,14.0,512.0,ssd,2.335923076923077,8.0,lpddr4x,snapdragon 7c,1588.0,intel uhd 605,2.3,No,chrome os,3.0,1.0,2022-04-11,4.6,459.0,459.0
"acer chromebook spin 511 r753tn-c9qe 11.6"" touchscreen convertible 2 in 1 chromebook - hd - 1366 x 768 - intel celeron n4500 dual-core (2 core) 1.10 ghz - 4 gb ram - 32 gb flash memory ",acer,1006.0,1.3018101019,traditional,general,14.0,512.0,ssd,2.5999999999999996,4.0,lpddr4x,intel celeron n4500,2253.0,intel uhd g7,5.3,No,chrome os,0.0,0.0,2021-10-28,4.7,459.0,459.0
hp chromebook enterprise 14-inch touchscreen laptop g7 - intel celeron n4500 - 8 gb ram - 32 gb emm - chrome os - intel hd graphics 400 ,hp,1030.0,2.1273482153,traditional,general,14.0,512.0,ssd,2.8188666666666666,32.0,ddr4,intel celeron n4500,2253.0,intel hd 400,1.3,Yes,chrome os,1.0,2.0,2022-06-17,5.0,462.0,462.0
hp fortis chromebook enterprise g10 14-inch laptop - intel pentium silver n6000 - 8 gb ram - chrome os - intel hd graphics 400 ,hp,1305.0,1.6374684557,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel pentium silver n6000,1736.0,intel hd 400,1.3,Yes,chrome os,1.0,2.0,2022-06-17,4.9,462.0,462.0
"2021 lenovo ideapad 315.6"" touchscreen laptop intel core i3-10110u 8gb ram 256gb ssd windows 10 in s mode blue ",lenovo,893.0,1.7962257852,traditional,general,14.0,256.0,ssd,4.1,8.0,ddr4,intel core i3 10110u,1512.0,intel hd ,0.9,No,windows,1.0,1.0,2021-07-19,4.8,463.0,463.0
"microsoft surface laptop 3, 10th gen intel core i5 (13.5-inch touchscreen - 8gb memory - 256gb ssd) - blue (renewed premium) ",microsoft,337.0,1.2882023308,traditional,general,13.5,887.0,hdd,2.9202336956521737,8.0,ddr4,intel core i5 1140g7,1131.0,intel iris plus g4,7.2,No,windows,1.0,1.0,2022-05-12,3.8,789.99,465.0
hp 15.6 athlon 3150u 4g 256gb w ,hp,1209.0,2.1999229945,traditional,general,14.0,887.0,hdd,2.9202336956521737,8.0,ddr4,intel core i5 1140g7,1131.0,intel uhd 605,2.3,Yes,windows,3.0,3.0,2020-04-27,4.2,467.0,467.0
"hp pavilion x360 2-in-1 14"" touch-screen laptop, 11th gen intel core i3-1115g4(beat i5-1035g4),8gbram-128gb ssd, win10 h, 14m-dw1013dx, natural silver ",hp,492.0,1.5966451424,traditional,general,14.0,128.0,ssd,3.2,8.0,ddr3,intel core i3 1115g4,1131.0,intel uhd g7,5.3,Yes,windows,2.0,0.0,2020-11-29,4.5,499.0,468.0
"acer chromebook spin 511 r753t r753t-c1pt 11.6"" touchscreen convertible 2 in 1 chromebook - hd - 1366 x 768 - intel celeron n5100 quad-core (4 core) 1.10 ghz - 8 gb ram - 64 gb flash memory ",acer,770.0,1.3108819493,traditional,general,14.0,512.0,ssd,0.8,8.0,lpddr4x,intel celeron n5100,1661.0,intel uhd g7,5.3,No,chrome os,2.0,0.0,2021-10-28,3.6,469.0,469.0
"microsoft surface pro 7 – 12.3"" touch-screen - intel core i3-4gb memory - 128gb solid state drive – platinum, ",microsoft,64.0,0.771107029,2 in 1,general,13.5,128.0,ssd,2.2094285714285715,4.0,ddr3l,intel core i5 1140g7,603.0,intel uhd g7,5.3,No,windows,1.0,2.0,2019-10-22,4.4,469.0,469.0
"hp chromebook, 2-in-1, 14c-ca0053dx, i3-10110u, 8gb, 64gb, s ",hp,295.0,1.6374684557,traditional,general,14.0,64.0,ssd,4.1,8.0,ddr4,intel core i5 1140g7,603.0,intel uhd g7,5.3,No,chrome os,3.0,0.0,2020-07-10,4.6,474.0,474.0
"hp 17.3"" fhd laptop, amd ryzen 5 5500u (beat i5-10500) 6-core up to 4.0ghz, 8gb ram, 256gb nvme ssd, usb-c, numeric keypad, fingerprint, hdmi, webcam, wifi, win 10s, natural silver ",hp,459.0,2.3813599425,traditional,general,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5500u,603.0,amd radeon r2,1.0,No,windows,0.0,0.0,2021-08-21,4.7,474.0,474.0
"microsoft surface laptop 3, 10th gen intel core i5 (13.5-inch touchscreen - 8gb memory - 256gb ssd) - platinum (renewed premium) ",microsoft,727.0,1.2882023308,traditional,general,13.5,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1140g7,1131.0,intel iris plus g4,7.2,No,windows,1.0,1.0,2021-11-12,3.7,999.0,475.0
"2022 newest lenovo ideapad 3 laptop, 15.6"" hd touchscreen, 11th gen intel core i3-1115g4 processor, hdmi, webcam, wi-fi 5, bluetooth, windows 11 home, almond (20gb ram | 256gb ssd) ",lenovo,520.0,1.6964354638,traditional,general,14.0,128.0,ssd,4.1,20.0,ddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,No,windows,4.0,2.0,2022-04-08,4.5,475.0,475.0
"acer aspire a514-54-501z 14"" 8gb 256gb ssd core i5-1135g7 2.4ghz, gold ",acer,470.0,1.451495584,traditional,general,14.0,256.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1135g7,748.0,intel iris xe max ,17.8,No,windows,0.0,1.0,2021-12-12,4.0,478.0,478.0
"asus vivobook 13 slate oled 2-in-1 laptop, 13.3"" fhd oled touch display, intel pentium n6000 quad-core cpu, 4gb ram, 128gb emmc, windows 11 home in s mode, black, t3300ka-dh21t ",asus,203.0,2.948350405,2 in 1,general,15.3,128.0,ssd,2.4,4.0,ddr4,intel pentium silver n6000,1736.0,intel uhd 605,2.3,No,windows,2.0,0.0,2022-03-07,4.1,599.99,479.0
"lenovo - 2022 - ideapad 3i - everyday laptop computer - intel core i5 12th gen - 14.0"" fhd display - 8gb memory - 256gb storage - windows 11 home ",lenovo,105.0,1.496854821,traditional,general,14.0,256.0,ssd,2.4,8.0,ddr4,intel core i5 1140g7,2521.0,intel uhd 605,2.3,No,windows,2.0,1.0,2022-04-26,4.5,599.99,479.0
"2022 newest hp notebook 15 laptop, 15.6"" full hd screen,intel celeron n4020 processor, 16gb ddr4 memory, 1tb ssd, online meeting ready, webcam, type-c, rj-45, hdmi, windows 11 home, black ",hp,603.0,1.7780820904,traditional,general,14.0,128.0,ssd,2.8,16.0,ddr4,intel celeron n4020,2521.0,intel uhd 600,1.8,No,windows,0.0,0.0,2021-09-21,4.3,507.0,480.0
hp 15-ef1000 15-ef1075nr notebook ,hp,1194.0,1.8551927933,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1140g7,1813.0,amd radeon r2,1.0,Yes,windows,1.0,1.0,2020-06-10,3.5,483.0,483.0
"asus chromebook flip c434 2 in 1 laptop, 14"" touchscreen fhd 4-way nanoedge display, intel core m3-8100y processor, 4gb ram, 32gb emmc storage, backlit keyboard, silver, chrome os, c434ta-dh342t ",asus,695.0,1.451495584,2 in 1,general,15.3,32.0,ssd,3.4,4.0,ddr4,intel core m3 8100y,1813.0,intel uhd 605,2.3,No,chrome os,2.0,0.0,2020-09-14,4.4,484.0,484.0
r851tn-c3et 12in chrome os n4120 4gb lpddr4 1yr ltd warr ,acer,1149.0,1.542214058,traditional,general,14.0,512.0,ssd,2.9110333333333336,16.0,lpddr4x,intel celeron n4120,1978.0,intel uhd 600,1.8,No,chrome os,2.0,1.0,2020-07-02,4.4,485.0,485.0
"hp 2020 newest pavilion x360 2-in-1 convertible 14"" hd touch-screen laptop, 10th gen intel core i3-1005g1, 8gb ram, 128gb ssd, wifi, webcam, win 10 s ",hp,176.0,1.5966451424,traditional,general,14.0,128.0,ssd,3.4,8.0,ddr4,intel core i3 1005g1,1326.0,intel uhd g7,5.3,No,windows,0.0,1.0,2020-07-06,4.5,699.0,486.0
"asus vivobook 15 laptop, 15.6” full hd display, intel core i3-1115g4, 8gb ram, 512gb ssd, usb type-c, hdmi, wi-fi, windows 11 home, slate gray ",asus,800.0,2.4675424928000003,traditional,general,15.3,512.0,ssd,2.4,8.0,ddr4,intel core i3 1115g4,1131.0,intel uhd g7,5.3,Yes,windows,2.0,2.0,2022-07-27,4.7,489.0,489.0
"2022 hp 15 laptop, amd ryzen 3 3250u, 8gb ddr4 ram, 256gb ssd, webcam, 15.6 fhd 1080p micro-edge screen, hdmi, usb-c, wi-fi, bluetooth, premium thin design, windows 10 home, bundle with rokc mp ",hp,1166.0,1.7009713875,traditional,general,14.0,256.0,ssd,3.5,8.0,ddr4,amd ryzen 3 3250u,1521.0,amd radeon r2,1.0,No,windows,1.0,1.0,2021-11-16,5.0,489.0,489.0
"lenovo ideapad 3 14 laptop, amd ryzen 5 5500u, 8gb ram, 256gb storage, 14.0"" fhd display, amd radeon 7 graphics, windows 10 home, abyss blue ",lenovo,83.0,1.406136347,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,amd ryzen 5 5500u,603.0,amd radeon r2,1.0,No,windows,1.0,1.0,2021-03-10,4.5,609.99,489.0
"2022 newest hp notebook 15 laptop, 15.6"" full hd screen, intel celeron n4020 processor, 16gb ddr4 memory, 1tb ssd, online meeting ready, webcam, type-c, rj-45, hdmi, windows 10 home, black ",hp,550.0,1.7780820904,traditional,general,14.0,1024.0,ssd,2.8,16.0,ddr4,intel celeron n4020,2521.0,intel uhd 600,1.8,No,windows,1.0,1.0,2021-08-03,4.1,490.0,490.0
"newest dell inspiron 15 3511 laptop, 15.6"" fhd touchscreen, intel core i5-1035g1, 12gb ram, 256gb pcie nvme m.2 ssd, sd card reader, webcam, hdmi, wifi, windows 11 home, black ",dell,79.0,1.6964354638,traditional,general,14.0,256.0,ssd,2.887636363636364,12.0,ddr4,intel core i5 1035g1,934.0,intel uhd g7,5.3,No,windows,2.0,1.0,2022-06-02,4.2,561.0,490.0
"new hp 15.6"" hd touchscreen laptop intel core i3-1005g1 8gb ddr4 ram 128gb ssd hdmi bluetooth 802.11/b/g/n/ac windows 10 15-dy1731ms silver ",hp,290.0,1.9958064280000003,traditional,general,14.0,128.0,ssd,2.666,8.0,sdram,intel core i3 1005g1,1326.0,intel uhd g7,5.3,No,windows,2.0,0.0,2019-11-27,4.5,490.0,490.0
hp 15.6 athlon 3150u 4g 256gb w ,hp,1168.0,2.177243376,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1140g7,2780.0,intel uhd 605,2.3,Yes,windows,2.0,2.0,2020-04-30,3.5,493.0,493.0
"asus q406da - 14"" fhd touch - amd ryzen 5-8gb - 256gb ssd - silver ",asus,581.0,0.45359237,traditional,general,15.3,512.0,ssd,2.4336190476190476,4.0,ddr3,intel core i5 1140g7,2780.0,intel uhd 605,2.3,No,uninstalled,0.0,0.0,2019-11-05,4.3,495.0,495.0
"acer aspire 5 a515-57-53t2 slim laptop | 15.6"" full hd ips display | 12th gen intel core i5-1235u | 8gb ddr4 | 512gb nvme ssd | 802.11ax wi-fi 6 | thunderbolt 4 | backlit keyboard | windows 11 home ",acer,73.0,1.7599383956,traditional,general,14.0,512.0,ssd,2.9202336956521737,8.0,ddr4,intel core i5 1235u,586.0,intel iris xe max ,17.8,No,windows,4.0,0.0,2022-05-23,4.3,577.83,499.0
